"OKRES","KODZASTUP","NAZEVZAST","COBVODU","POR_STR_HL","OSTRANA","VSTRANA","NAZEVCELK","ZKRATKAO30","ZKRATKAO8","POCSTR_SLO","SLOZENI","HLASY_STR","PROCHLSTR","MAND_STR","MANDATY","POCOBYV","KOALICE","OFICIALNI"
6101,568414,"Havlíčkův Brod",1,6,449,449,"Broďáci","Broďáci",NA,2,"80,129",16407,9.3,2,25,23101,FALSE,TRUE
6101,568414,"Havlíčkův Brod",1,7,364,364,"Společně pro Brod","Společně pro Brod","Zelení+NK",2,"5,080",16283,9.23,2,25,23101,FALSE,TRUE
6101,568414,"Havlíčkův Brod",1,8,1,1,"Křesťanská a demokratická unie - Československá strana lidová","Křesť.demokr.unie-Čs.str.lid.","KDU-ČSL",1,"1",20484,11.61,3,25,23101,FALSE,TRUE
6101,568414,"Havlíčkův Brod",1,9,1114,1114,"Svoboda a přímá demokracie - Tomio Okamura (SPD)","Svob.a př.dem.-T.Okamura (SPD)","SPD",1,"1114",7837,5.05,1,25,23101,FALSE,TRUE
6101,568414,"Havlíčkův Brod",1,10,7,7,"Česká strana sociálně demokratická","Česká str.sociálně demokrat.","ČSSD",1,"7",10186,5.77,1,25,23101,TRUE,TRUE
5201,569810,"Hradec Králové",1,1,53,53,"Občanská demokratická strana","Občanská demokratická strana","ODS",1,"53",113645,10.26,5,37,92917,TRUE,TRUE
5201,569810,"Hradec Králové",1,3,1049,1049,"Hradecký demokratický klub","Hradecký demokratický klub","HDK",1,"1049",173429,15.66,7,37,92917,FALSE,TRUE
5201,569810,"Hradec Králové",1,4,768,768,"ANO 2011","ANO 2011","ANO",1,"768",263812,23.82,11,37,92917,TRUE,TRUE
5201,569810,"Hradec Králové",1,5,720,720,"Česká pirátská strana","Česká pirátská strana","Piráti",1,"720",112995,10.2,5,37,92917,FALSE,TRUE
5201,569810,"Hradec Králové",1,6,339,339,"Koalice pro Hradec","Koalice pro Hradec","KDU-ČSL+Nestran",2,"1,181",75049,6.77,3,37,92917,FALSE,TRUE
5201,569810,"Hradec Králové",1,10,521,521,"Změna pro Hradec a Zelení","Změna pro Hradec a Zelení","Zelení+Změna+NK",3,"5,080,771",75757,6.84,3,37,92917,FALSE,TRUE
5201,569810,"Hradec Králové",1,12,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",68038,6.14,3,37,92917,TRUE,TRUE
5301,571164,"Chrudim",1,1,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",13824,7.06,2,27,23133,FALSE,TRUE
5301,571164,"Chrudim",1,2,129,129,"SNK Evropští demokraté","SNK Evropští demokraté","SNK ED",1,"129",38360,19.6,6,27,23133,FALSE,TRUE
5301,571164,"Chrudim",1,3,1303,1303,"CHRUDIMÁCI","CHRUDIMÁCI","Svobod+TOP09+NK",3,"80,714,721",26758,13.67,4,27,23133,TRUE,TRUE
5301,571164,"Chrudim",1,4,53,53,"Občanská demokratická strana","Občanská demokratická strana","ODS",1,"53",23288,11.9,3,27,23133,FALSE,TRUE
5301,571164,"Chrudim",1,5,7,7,"Česká strana sociálně demokratická","Česká str.sociálně demokrat.","ČSSD",1,"7",11727,5.99,1,27,23133,TRUE,TRUE
5301,571164,"Chrudim",1,6,720,720,"Česká pirátská strana","Česká pirátská strana","Piráti",1,"720",25486,13.02,3,27,23133,TRUE,TRUE
5301,571164,"Chrudim",1,7,339,339,"Koalice pro Chrudim","Koalice pro Chrudim","KDU-ČSL+Nestran",2,"1,181",14387,7.35,2,27,23133,FALSE,TRUE
5301,571164,"Chrudim",1,8,768,768,"ANO 2011","ANO 2011","ANO",1,"768",41856,21.38,6,27,23133,TRUE,TRUE
5202,572659,"Jičín",1,1,659,659,"Za prosperující Jičín s TOP 09 a STAN","Za pros. Jičín s TOP 09 a STAN","TOP+STAN",2,"166,721",5448,5,1,21,16480,TRUE,TRUE
5202,572659,"Jičín",1,2,1332,1332,"Hnutí Unie pro sport a zdraví (USZ)","Hnutí Unie pro sport a zdraví","USZ+NK",2,"80,119",6132,5.91,1,21,16480,FALSE,TRUE
5202,572659,"Jičín",1,3,389,389,"Občanská demokratická strana a nezávislí kandidáti","ODS a nezávislí kandidáti",NA,2,"53,080",11279,10.36,2,21,16480,FALSE,TRUE
5202,572659,"Jičín",1,4,113,113,"Volba pro město","Volba pro město","VPM",1,"113",12418,11.41,3,21,16480,TRUE,TRUE
5202,572659,"Jičín",1,5,355,355,"Sdružení pro Jičín","Sdružení pro Jičín",NA,2,"1,080",13125,12.06,3,21,16480,TRUE,TRUE
5202,572659,"Jičín",1,7,544,544,"Jičínský demokratický klub, Sdružení politického hnutí HDK a nezávislých kandidátů","Jičín. dem. klub, Sdr. HDK NK",NA,2,"801,049",9053,8.32,2,21,16480,FALSE,TRUE
5202,572659,"Jičín",1,8,522,522,"PATRIOTI pro Jičín","PATRIOTI pro Jičín",NA,2,"80,776",8574,7.88,2,21,16480,FALSE,TRUE
5202,572659,"Jičín",1,10,768,768,"ANO 2011","ANO 2011","ANO",1,"768",28613,26.3,6,21,16480,TRUE,TRUE
5202,572659,"Jičín",1,11,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",6152,5.65,1,21,16480,FALSE,TRUE
5203,573868,"Náchod",1,1,522,522,"Patrioti města Náchoda","Patrioti města Náchoda",NA,2,"80,776",15085,8.56,2,27,20132,TRUE,TRUE
5203,573868,"Náchod",1,2,1323,1323,"Občanská demokratická strana a STAROSTOVÉ A NEZÁVISLÍ","Koalice ODS, STAN","ODS+STAN",2,"53,166",18820,10.68,3,27,20132,TRUE,TRUE
5203,573868,"Náchod",1,4,1,1,"Křesťanská a demokratická unie - Československá strana lidová","Křesť.demokr.unie-Čs.str.lid.","KDU-ČSL",1,"1",15456,8.77,3,27,20132,TRUE,TRUE
5203,573868,"Náchod",1,7,529,529,"NEZÁVISLÍ, PIRÁTI A ZELENÍ Za moderní město s úctou k tradicím","NK,PIR. A ZEL. Za mod. město","Zel.+Piráti+NK",3,"5,080,720",19454,11.04,3,27,20132,FALSE,TRUE
5203,573868,"Náchod",1,8,7,7,"Česká strana sociálně demokratická","Česká str.sociálně demokrat.","ČSSD",1,"7",57153,32.43,11,27,20132,TRUE,TRUE
5203,573868,"Náchod",1,9,768,768,"ANO 2011","ANO 2011","ANO",1,"768",28240,16.64,5,27,20132,FALSE,TRUE
5204,576069,"Rychnov nad Kněžnou",1,1,53,53,"Občanská demokratická strana","Občanská demokratická strana","ODS",1,"53",13623,19.88,4,21,11088,TRUE,TRUE
5204,576069,"Rychnov nad Kněžnou",1,2,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",6960,10.15,2,21,11088,TRUE,TRUE
5204,576069,"Rychnov nad Kněžnou",1,3,181,181,"Nestraníci","Nestraníci","Nestran.",1,"181",8115,11.84,2,21,11088,TRUE,TRUE
5204,576069,"Rychnov nad Kněžnou",1,4,1,1,"Křesťanská a demokratická unie - Československá strana lidová","Křesť.demokr.unie-Čs.str.lid.","KDU-ČSL",1,"1",9699,14.15,3,21,11088,FALSE,TRUE
5204,576069,"Rychnov nad Kněžnou",1,5,113,113,"Volba pro město","Volba pro město","VPM",1,"113",6961,10.16,2,21,11088,FALSE,TRUE
5204,576069,"Rychnov nad Kněžnou",1,6,901,90,"Nezávislí za Rychnov","Nezávislí za Rychnov","SNK",1,"80",23146,33.78,8,21,11088,TRUE,TRUE
5104,576964,"Semily",1,1,1376,1376,"SPOLU","SPOLU","DV 2016+NK",2,"801,127",9881,16.74,4,21,8421,TRUE,TRUE
5104,576964,"Semily",1,2,720,720,"Česká pirátská strana","Česká pirátská strana","Piráti",1,"720",3494,5.91,1,21,8421,FALSE,TRUE
5104,576964,"Semily",1,3,475,475,"Volba pro Semily","Volba pro Semily",NA,2,"80,703",19448,32.95,8,21,8421,TRUE,TRUE
5104,576964,"Semily",1,4,53,53,"Občanská demokratická strana","Občanská demokratická strana","ODS",1,"53",5560,9.42,2,21,8421,FALSE,TRUE
5104,576964,"Semily",1,5,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",4304,7.29,1,21,8421,FALSE,TRUE
5104,576964,"Semily",1,6,768,768,"ANO 2011","ANO 2011","ANO",1,"768",9428,15.97,4,21,8421,TRUE,TRUE
5104,576964,"Semily",1,7,355,355,"SPOLEČNĚ PRO SEMILY","SPOLEČNĚ PRO SEMILY",NA,2,"1,080",3994,6.76,1,21,8421,FALSE,TRUE
5303,577731,"Svitavy",1,1,768,768,"ANO 2011","ANO 2011","ANO",1,"768",15735,12.21,3,26,16937,TRUE,TRUE
5303,577731,"Svitavy",1,3,457,457,"SDRUŽENÍ PRO MĚSTO SVITAVY","SDRUŽENÍ PRO MĚSTO SVITAVY",NA,2,"80,181",54181,42.07,13,26,16937,TRUE,TRUE
5303,577731,"Svitavy",1,5,7,7,"Česká strana sociálně demokratická","Česká str.sociálně demokrat.","ČSSD",1,"7",7486,5.81,1,26,16937,FALSE,TRUE
5303,577731,"Svitavy",1,6,1,1,"Křesťanská a demokratická unie - Československá strana lidová","Křesť.demokr.unie-Čs.str.lid.","KDU-ČSL",1,"1",7266,5.64,1,26,16937,TRUE,TRUE
5303,577731,"Svitavy",1,7,541,541,"PIRÁTI A NEZÁVISLÍ SVITAVY","PIRÁTI A NEZÁVISLÍ SVITAVY",NA,2,"80,720",16229,12.6,3,26,16937,FALSE,TRUE
5303,577731,"Svitavy",1,8,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",9007,6.99,2,26,16937,FALSE,TRUE
5303,577731,"Svitavy",1,10,389,389,"ODS A NEZÁVISLÍ","ODS A NEZÁVISLÍ",NA,2,"53,080",12932,10.04,3,26,16937,TRUE,TRUE
5205,579025,"Trutnov",1,2,113,113,"Volba pro město Trutnov","Volba pro město Trutnov","VPM",1,"113",23939,7.88,3,33,30577,TRUE,TRUE
5205,579025,"Trutnov",1,4,541,541,"Piráti a nezávislí","Piráti a nezávislí",NA,2,"80,720",34668,11.42,4,33,30577,TRUE,TRUE
5205,579025,"Trutnov",1,5,570,570,"Žít v Trutnově","Žít v Trutnově","Zelení+LES+NK",3,"5,080,795",29233,9.63,4,33,30577,FALSE,TRUE
5205,579025,"Trutnov",1,7,53,53,"Občanská demokratická strana","Občanská demokratická strana","ODS",1,"53",90065,29.67,12,33,30577,TRUE,TRUE
5205,579025,"Trutnov",1,8,470,470,"Sdružení pro Trutnov s podporou hnutí STAROSTOVÉ A NEZÁVISLÍ","Sdruž.pro Tr.s podpor. hn.STAN",NA,2,"80,166",20219,6.66,2,33,30577,TRUE,TRUE
5205,579025,"Trutnov",1,9,768,768,"ANO 2011","ANO 2011","ANO",1,"768",48015,15.81,6,33,30577,FALSE,TRUE
5205,579025,"Trutnov",1,11,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",18125,5.97,2,33,30577,FALSE,TRUE
5304,579891,"Ústí nad Orlicí",1,1,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",7611,6.15,2,27,14163,FALSE,TRUE
5304,579891,"Ústí nad Orlicí",1,2,522,522,"ÚSTÍ 2014 - PATRIOTI","ÚSTÍ 2014 - PATRIOTI",NA,2,"80,776",13537,10.94,3,27,14163,FALSE,TRUE
5304,579891,"Ústí nad Orlicí",1,3,457,457,"Sdružení nezávislých kandidátů - OUŠŤÁCI","Sdružení nez. kand. - OUŠŤÁCI",NA,2,"80,181",41212,33.3,10,27,14163,TRUE,TRUE
5304,579891,"Ústí nad Orlicí",1,5,401,401,"ZMĚNA PRO ÚSTÍ! Řeháček: Co chceme?","ZMĚNA PRO ÚSTÍ!",NA,2,"80,088",11023,8.9,2,27,14163,FALSE,TRUE
5304,579891,"Ústí nad Orlicí",1,7,389,389,"Občanská demokratická strana s podporou nezávislých","ODS s podporou nezávislých",NA,2,"53,080",13197,10.66,3,27,14163,TRUE,TRUE
5304,579891,"Ústí nad Orlicí",1,8,901,90,"Sdružení nezávislých kandidátů - ÚSTÍ ŽIJE","SNK - ÚSTÍ ŽIJE","SNK",1,"80",19403,15.68,5,27,14163,TRUE,TRUE
5304,579891,"Ústí nad Orlicí",1,10,1,1,"Křesťanská a demokratická unie - Československá strana lidová","Křesť.demokr.unie-Čs.str.lid.","KDU-ČSL",1,"1",9733,7.86,2,27,14163,TRUE,TRUE
6201,581283,"Blansko",1,1,53,53,"Občanská demokratická strana","Občanská demokratická strana","ODS",1,"53",33705,19.6,5,25,20650,TRUE,TRUE
6201,581283,"Blansko",1,2,1,1,"Křesťanská a demokratická unie - Československá strana lidová","Křesť.demokr.unie-Čs.str.lid.","KDU-ČSL",1,"1",23116,13.44,4,25,20650,TRUE,TRUE
6201,581283,"Blansko",1,3,720,720,"Česká pirátská strana","Česká pirátská strana","Piráti",1,"720",11495,6.96,1,25,20650,FALSE,TRUE
6201,581283,"Blansko",1,4,470,470,"VOLBA PRO BLANSKO S PODPOROU STAROSTŮ A NEZÁVISLÝCH","VOLBA PR MĚSTO S PODPOROU STAN",NA,2,"80,166",19012,11.05,3,25,20650,TRUE,TRUE
6201,581283,"Blansko",1,5,1114,1114,"Svoboda a přímá demokracie - Tomio Okamura (SPD)","Svob.a př.dem.-T.Okamura (SPD)","SPD",1,"1114",9339,5.43,1,25,20650,FALSE,TRUE
6201,581283,"Blansko",1,6,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",18490,10.75,3,25,20650,FALSE,TRUE
6201,581283,"Blansko",1,8,768,768,"ANO 2011","ANO 2011","ANO",1,"768",31056,18.06,5,25,20650,FALSE,TRUE
6201,581283,"Blansko",1,9,7,7,"Česká strana sociálně demokratická","Česká str.sociálně demokrat.","ČSSD",1,"7",22002,12.79,3,25,20650,TRUE,TRUE
6202,582786,"Brno",1,4,7,7,"Česká strana sociálně demokratická","Česká str.sociálně demokrat.","ČSSD",1,"7",402425,6.28,5,55,379527,TRUE,TRUE
6202,582786,"Brno",1,8,768,768,"ANO 2011","ANO 2011","ANO",1,"768",1474746,23.02,18,55,379527,FALSE,TRUE
6202,582786,"Brno",1,12,1101,1101,"Občanská demokratická strana s podporou Svobodných","ODS s podporou Svobodných",NA,2,"53,714",1188120,18.55,14,55,379527,TRUE,TRUE
6202,582786,"Brno",1,14,720,720,"Česká pirátská strana","Česká pirátská strana","Piráti",1,"720",559399,8.73,6,55,379527,TRUE,TRUE
6202,582786,"Brno",1,15,1114,1114,"Svoboda a přímá demokracie - Tomio Okamura (SPD)","Svob.a př.dem.-T.Okamura (SPD)","SPD",1,"1114",324906,5.07,4,55,379527,FALSE,TRUE
6202,582786,"Brno",1,17,355,355,"KDU-ČSL","KDU-ČSL",NA,2,"1,080",656656,10.25,8,55,379527,TRUE,TRUE
6204,584291,"Břeclav",1,1,470,470,"MLADÍ A NEKLIDNÍ","MLADÍ A NEKLIDNÍ",NA,2,"80,166",40868,20.16,6,27,24797,FALSE,TRUE
6204,584291,"Břeclav",1,2,1334,1334,"ODS, TOP 09 a Svobodní společně pro Břeclav","ODS,TOP 09 a Sv. spol.pro Břec","ODS+Svob+TOP09",3,"53,714,721",14186,6.99,2,27,24797,FALSE,TRUE
6204,584291,"Břeclav",1,3,1114,1114,"Svoboda a přímá demokracie - Tomio Okamura (SPD)","Svob.a př.dem.-T.Okamura (SPD)","SPD",1,"1114",10352,5.1,1,27,24797,FALSE,TRUE
6204,584291,"Břeclav",1,4,7,7,"Česká strana sociálně demokratická","Česká str.sociálně demokrat.","ČSSD",1,"7",21278,10.49,3,27,24797,TRUE,TRUE
6204,584291,"Břeclav",1,5,1,1,"Křesťanská a demokratická unie - Československá strana lidová","Křesť.demokr.unie-Čs.str.lid.","KDU-ČSL",1,"1",15645,7.71,2,27,24797,TRUE,TRUE
6204,584291,"Břeclav",1,6,768,768,"ANO 2011","ANO 2011","ANO",1,"768",29297,14.45,4,27,24797,TRUE,TRUE
6204,584291,"Břeclav",1,7,464,464,"Pro Region","Pro Region",NA,2,"80,083",39182,19.32,5,27,24797,TRUE,TRUE
6204,584291,"Břeclav",1,8,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",15230,7.51,2,27,24797,FALSE,TRUE
6204,584291,"Břeclav",1,9,1403,1403,"NAŠE BŘECLAV","NAŠE BŘECLAV","HOZK+NK",2,"80,772",16680,8.22,2,27,24797,FALSE,TRUE
7204,585068,"Zlín",1,1,797,797,"Zlín 21","Zlín 21","Z21",1,"797",134809,15.05,7,41,74947,FALSE,TRUE
7204,585068,"Zlín",1,3,53,53,"Občanská demokratická strana","Občanská demokratická strana","ODS",1,"53",61191,6.83,3,41,74947,TRUE,TRUE
7204,585068,"Zlín",1,4,720,720,"Česká pirátská strana","Česká pirátská strana","Piráti",1,"720",54827,6.27,3,41,74947,TRUE,TRUE
7204,585068,"Zlín",1,5,166,166,"STAROSTOVÉ A NEZÁVISLÍ","STAROSTOVÉ A NEZÁVISLÍ","STAN",1,"166",166353,18.57,9,41,74947,TRUE,TRUE
7204,585068,"Zlín",1,7,1114,1114,"Svoboda a přímá demokracie - Tomio Okamura (SPD)","Svob.a př.dem.-T.Okamura (SPD)","SPD",1,"1114",50076,5.59,2,41,74947,FALSE,TRUE
7204,585068,"Zlín",1,8,768,768,"ANO 2011","ANO 2011","ANO",1,"768",168464,18.81,9,41,74947,TRUE,TRUE
7204,585068,"Zlín",1,9,1,1,"Křesťanská a demokratická unie - Československá strana lidová","Křesť.demokr.unie-Čs.str.lid.","KDU-ČSL",1,"1",91617,10.23,5,41,74947,TRUE,TRUE
7204,585068,"Zlín",1,10,1141,1141,"Soukromníci Svobodní Nezávislí - ROZHÝBEJME.ZLÍN","Soukr.Svob.Nez.-ROZHYB.ZL","Svobod+Soukrom",2,"714,716",62389,6.96,3,41,74947,FALSE,TRUE
6205,586021,"Hodonín",1,1,1203,1203,"Hnutí PRO Hodonín","Hnutí PRO Hodonín","PRO-HOD",1,"1203",37028,18.66,8,31,24683,TRUE,TRUE
6205,586021,"Hodonín",1,2,1402,1402,"Pozitivně pro Hodonín","Pozitivně pro Hodonín","KDU+KONS+TOP 09",3,"1,024,721",26586,13.4,5,31,24683,TRUE,TRUE
6205,586021,"Hodonín",1,7,684,684,"Svobodní a Piráti","Svobodní a Piráti",NA,2,"714,720",17625,8.88,3,31,24683,TRUE,TRUE
6205,586021,"Hodonín",1,8,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",20363,10.26,4,31,24683,FALSE,TRUE
6205,586021,"Hodonín",1,10,1427,1427,"Změna","Změna","Morav.+Změna+NK",3,"80,083,771",17764,8.95,4,31,24683,FALSE,TRUE
6205,586021,"Hodonín",1,11,768,768,"ANO 2011","ANO 2011","ANO",1,"768",24041,12.12,5,31,24683,FALSE,TRUE
6205,586021,"Hodonín",1,12,463,463,"Sdružení nestraníků pro Hodonín","Sdružení nestr. pro Hodonín","SOM+NK",2,"80,158",10177,5.13,2,31,24683,FALSE,TRUE
6102,586846,"Jihlava",1,2,1114,1114,"Svoboda a přímá demokracie - Tomio Okamura (SPD)","Svob.a př.dem.-T.Okamura (SPD)","SPD",1,"1114",32308,6.46,2,37,50724,FALSE,TRUE
6102,586846,"Jihlava",1,3,7,7,"Česká strana sociálně demokratická","Česká str.sociálně demokrat.","ČSSD",1,"7",33850,6.77,2,37,50724,FALSE,TRUE
6102,586846,"Jihlava",1,5,470,470,"FÓRUM JIHLAVA","FÓRUM JIHLAVA",NA,2,"80,166",89908,18,7,37,50724,TRUE,TRUE
6102,586846,"Jihlava",1,6,768,768,"ANO 2011","ANO 2011","ANO",1,"768",112935,22.61,10,37,50724,FALSE,TRUE
6102,586846,"Jihlava",1,7,53,53,"Občanská demokratická strana","Občanská demokratická strana","ODS",1,"53",75778,15.17,6,37,50724,TRUE,TRUE
6102,586846,"Jihlava",1,8,1,1,"Křesťanská a demokratická unie - Československá strana lidová","Křesť.demokr.unie-Čs.str.lid.","KDU-ČSL",1,"1",40374,8.08,3,37,50724,TRUE,TRUE
6102,586846,"Jihlava",1,9,1369,1369,"ŽIJEME JIHLAVOU!","ŽIJEME JIHLAVOU!","Zelen+Pirát+TOP",3,"5,720,721",50384,10.08,4,37,50724,TRUE,TRUE
6102,586846,"Jihlava",1,10,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",42253,8.45,3,37,50724,FALSE,TRUE
7201,588296,"Kroměříž",1,2,88,88,"NEZÁVISLÍ","NEZÁVISLÍ","NEZ",1,"88",49832,19.66,6,27,28897,TRUE,TRUE
7201,588296,"Kroměříž",1,4,501,501,"ZDRAVÉ KROMĚŘÍŽSKO","ZDRAVÉ KROMĚŘÍŽSKO","Zelení+TOP09+NK",3,"5,080,721",30707,12.12,4,27,28897,TRUE,TRUE
7201,588296,"Kroměříž",1,6,768,768,"ANO 2011","ANO 2011","ANO",1,"768",41870,16.52,5,27,28897,FALSE,TRUE
7201,588296,"Kroměříž",1,7,720,720,"Česká pirátská strana","Česká pirátská strana","Piráti",1,"720",18974,7.48,2,27,28897,TRUE,TRUE
7201,588296,"Kroměříž",1,8,7,7,"Česká strana sociálně demokratická","Česká str.sociálně demokrat.","ČSSD",1,"7",15510,6.12,2,27,28897,TRUE,TRUE
7201,588296,"Kroměříž",1,9,389,389,"Občanští demokraté a nezávislé osobnosti","Občanští dem. a nez. osobnosti",NA,2,"53,080",22691,8.95,3,27,28897,TRUE,TRUE
7201,588296,"Kroměříž",1,10,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",15465,6.1,2,27,28897,FALSE,TRUE
7201,588296,"Kroměříž",1,13,572,572,"KDU-ČSL, ZVUK 12 a nezávislí","KDU-ČSL, ZVUK 12 a nezávislí",NA,3,"1,080,775",29701,11.72,3,27,28897,FALSE,TRUE
7103,589250,"Prostějov",1,2,389,389,"Občanská demokratická strana a nezávislé osobnosti města Prostějova","ODS a nez.osob.města PV",NA,2,"53,080",49518,11.85,4,35,43798,TRUE,TRUE
7103,589250,"Prostějov",1,3,1,1,"Křesťanská a demokratická unie - Československá strana lidová","Křesť.demokr.unie-Čs.str.lid.","KDU-ČSL",1,"1",26864,6.43,2,35,43798,FALSE,TRUE
7103,589250,"Prostějov",1,4,1351,1351,"N a   r o v i n u !","N a   r o v i n u !","Ze+STAN+Pir+TOP",4,"5,166,720,721",66615,15.94,6,35,43798,FALSE,TRUE
7103,589250,"Prostějov",1,5,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",31012,7.42,2,35,43798,FALSE,TRUE
7103,589250,"Prostějov",1,6,7,7,"Česká strana sociálně demokratická","Česká str.sociálně demokrat.","ČSSD",1,"7",46928,11.23,4,35,43798,TRUE,TRUE
7103,589250,"Prostějov",1,7,1020,1020,"Pévéčko","Pévéčko","PV",1,"1020",53987,12.92,5,35,43798,TRUE,TRUE
7103,589250,"Prostějov",1,10,1423,1423,"Změna pro Prostějov","Změna pro Prostějov","PRO2016+NK",2,"801,134",34230,8.43,3,35,43798,FALSE,TRUE
7103,589250,"Prostějov",1,11,768,768,"ANO 2011","ANO 2011","ANO",1,"768",75968,18.18,7,35,43798,TRUE,TRUE
7103,589250,"Prostějov",1,12,1114,1114,"Svoboda a přímá demokracie - Tomio Okamura (SPD)","Svob.a př.dem.-T.Okamura (SPD)","SPD",1,"1114",30644,7.33,2,35,43798,FALSE,TRUE
6104,590266,"Třebíč",1,1,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",23069,8.27,2,27,36050,FALSE,TRUE
6104,590266,"Třebíč",1,2,1368,1368,"Třebíč Občanům!","Třebíč Občanům!","OSB+NK",2,"801,181",44167,15.84,5,27,36050,FALSE,TRUE
6104,590266,"Třebíč",1,3,768,768,"ANO 2011","ANO 2011","ANO",1,"768",40822,14.64,4,27,36050,TRUE,TRUE
6104,590266,"Třebíč",1,4,1300,1300,"Pro Třebíč","Pro TR","STAN+ProTR",2,"166,728",29534,10.59,3,27,36050,TRUE,TRUE
6104,590266,"Třebíč",1,5,7,7,"Česká strana sociálně demokratická","Česká str.sociálně demokrat.","ČSSD",1,"7",17249,6.18,2,27,36050,TRUE,TRUE
6104,590266,"Třebíč",1,6,1319,1319,"ODS a TnT - Společně za Třebíč!","ODS a TnT-Společně za Třebíč!","ODS+TnT",2,"531,025",20221,7.25,2,27,36050,FALSE,TRUE
6104,590266,"Třebíč",1,7,364,364,"Břehy","Břehy","Zelení+NK",2,"5,080",24987,8.96,2,27,36050,TRUE,TRUE
6104,590266,"Třebíč",1,8,1,1,"Křesťanská a demokratická unie - Československá strana lidová","Křesť.demokr.unie-Čs.str.lid.","KDU-ČSL",1,"1",28185,10.1,3,27,36050,TRUE,TRUE
6104,590266,"Třebíč",1,10,449,449,"Třebíč můj domov","Třebíč můj domov",NA,2,"80,129",17079,6.12,2,27,36050,TRUE,TRUE
6104,590266,"Třebíč",1,11,1331,1331,"Společně otevřeme Třebíč","Společně otevřeme Třebíč","Piráti+TOP09+NK",3,"80,720,721",24723,8.86,2,27,36050,TRUE,TRUE
7202,592005,"Uherské Hradiště",1,1,7,7,"Česká strana sociálně demokratická","Česká str.sociálně demokrat.","ČSSD",1,"7",12099,5.53,1,27,25215,FALSE,TRUE
7202,592005,"Uherské Hradiště",1,2,511,511,"KRUH","KRUH",NA,2,"80,775",22288,10.18,3,27,25215,TRUE,TRUE
7202,592005,"Uherské Hradiště",1,4,720,720,"Česká pirátská strana","Česká pirátská strana","Piráti",1,"720",16074,7.34,2,27,25215,FALSE,TRUE
7202,592005,"Uherské Hradiště",1,6,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",15952,7.29,2,27,25215,FALSE,TRUE
7202,592005,"Uherské Hradiště",1,7,463,463,"Nestraníci pro Hradiště","Nestraníci pro Hradiště","SOM+NK",2,"80,158",18969,8.67,2,27,25215,FALSE,TRUE
7202,592005,"Uherské Hradiště",1,8,768,768,"ANO 2011","ANO 2011","ANO",1,"768",30342,13.87,4,27,25215,FALSE,TRUE
7202,592005,"Uherské Hradiště",1,9,1141,1141,"Soukromníci Svobodní Nezávislí - Naplno pro Hradiště","Soukr.Svob.Nez.-Naplno pro Hr.","Svobodní+SsČR",2,"714,716",17903,8.18,2,27,25215,FALSE,TRUE
7202,592005,"Uherské Hradiště",1,10,480,480,"TOP 09 s podporou Studentů a nezávislých kandidátů","TOP 09 s podporou Student.a NK",NA,2,"80,721",12054,5.51,1,27,25215,TRUE,TRUE
7202,592005,"Uherské Hradiště",1,11,1,1,"Křesťanská a demokratická unie - Československá strana lidová","Křesť.demokr.unie-Čs.str.lid.","KDU-ČSL",1,"1",19180,8.76,3,27,25215,TRUE,TRUE
7202,592005,"Uherské Hradiště",1,12,389,389,"Občanští demokraté a nezávislé osobnosti","Obč.demokraté a nez.osobnosti",NA,2,"53,080",47726,21.81,7,27,25215,TRUE,TRUE
6206,592889,"Vyškov",1,1,7,7,"Česká strana sociálně demokratická","Česká str.sociálně demokrat.","ČSSD",1,"7",36631,21.59,6,27,20999,FALSE,TRUE
6206,592889,"Vyškov",1,2,389,389,"Občanská demokratická strana a sdružení nezávislých kandidátů","Občanská demokr. strana a SNK",NA,2,"53,080",22992,13.55,4,27,20999,TRUE,TRUE
6206,592889,"Vyškov",1,3,768,768,"ANO 2011","ANO 2011","ANO",1,"768",26057,15.36,4,27,20999,TRUE,TRUE
